lon,lat,id,date,month,species
-114.2819,26.96261,2007CA-10836,01/03/2008,3,blue_whale
-115.2349,29.24033,2007CA-10836,01/04/2008,4,blue_whale
-120.0509,34.14203,2007CA-10836,08/09/2007,9,blue_whale
-116.5855,31.09275,2007CA-10836,01/10/2007,10,blue_whale
-115.914,29.86045,2007CA-10836,01/11/2007,11,blue_whale
-115.4804,29.13551,2007CA-10836,01/12/2007,12,blue_whale
-111.1601,21.15534,2007CA-10838,01/01/2008,1,blue_whale
-120.7063,31.93018,2007CA-10838,01/02/2008,2,blue_whale
-137.9821,43.2548,2007CA-10838,01/03/2008,3,blue_whale
-120.0572,34.12919,2007CA-10838,07/09/2007,9,blue_whale
-120.669,34.45964,2007CA-10838,01/10/2007,10,blue_whale
-115.695,29.5998,2007CA-10838,01/11/2007,11,blue_whale
-115.8238,29.67006,2007CA-10838,01/12/2007,12,blue_whale
-119.9913,34.14845,2007CA-10842,06/09/2007,9,blue_whale
-118.3824,33.15857,2007CA-23034,26/10/2007,10,blue_whale
-118.1044,33.35031,2007CA-23034,01/11/2007,11,blue_whale
-96.03343,9.457669,2007CA-23043,01/01/2008,1,blue_whale
-95.77971,9.062367,2007CA-23043,01/02/2008,2,blue_whale
-119.9885,34.14913,2007CA-23043,06/09/2007,9,blue_whale
-120.5784,34.17918,2007CA-23043,01/10/2007,10,blue_whale
-115.171,27.68585,2007CA-23043,01/11/2007,11,blue_whale
-108.9547,21.04685,2007CA-23043,01/12/2007,12,blue_whale
-115.8536,22.26549,2008CA-00825,01/01/2009,1,blue_whale
-112.4818,25.69363,2008CA-00825,01/02/2009,2,blue_whale
-112.8217,24.61763,2008CA-00825,01/03/2009,3,blue_whale
-113.1538,26.42648,2008CA-00825,01/04/2009,4,blue_whale
-120.0562,34.12673,2008CA-00825,24/07/2008,7,blue_whale
-119.791,33.93,2008CA-00825,01/08/2008,8,blue_whale
-123.8654,39.08607,2008CA-00825,01/09/2008,9,blue_whale
-123.8269,38.0722,2008CA-00825,01/10/2008,10,blue_whale
-141.8285,34.82614,2008CA-00825,01/11/2008,11,blue_whale
-129.136,24.56044,2008CA-00825,01/12/2008,12,blue_whale
-120.0152,34.12391,2008CA-00830,25/07/2008,7,blue_whale
-119.2867,33.36012,2008CA-00830,01/08/2008,8,blue_whale
-115.0668,28.58002,2008CA-00830,01/09/2008,9,blue_whale
-115.2788,29.38567,2008CA-00830,01/10/2008,10,blue_whale
-120.5585,34.10524,2008CA-00830,01/11/2008,11,blue_whale
-120.0278,34.12531,2008CA-00840,27/07/2008,7,blue_whale
-118.148,33.40205,2008CA-00840,01/08/2008,8,blue_whale
-118.4672,33.60814,2008CA-00840,01/09/2008,9,blue_whale
-119.34,31.03976,2008CA-00840,01/10/2008,10,blue_whale
-123.3899,27.78922,2008CA-00840,01/11/2008,11,blue_whale
-115.4582,17.00913,2008CA-01386,01/01/2009,1,blue_whale
-112.2192,28.20532,2008CA-01386,01/02/2009,2,blue_whale
-120.0258,34.12412,2008CA-01386,27/07/2008,7,blue_whale
-120.1924,34.14846,2008CA-01386,01/08/2008,8,blue_whale
-123.0916,37.91479,2008CA-01386,01/09/2008,9,blue_whale
-123.55,38.00605,2008CA-01386,01/10/2008,10,blue_whale
-122.8491,36.57955,2008CA-01386,01/11/2008,11,blue_whale
-126.7647,30.59768,2008CA-01386,01/12/2008,12,blue_whale
-146.2654,22.49887,2008CA-04176,01/01/2009,1,blue_whale
-127.2661,11.83461,2008CA-04176,01/02/2009,2,blue_whale
-108.6188,24.4474,2008CA-04176,01/03/2009,3,blue_whale
-120.0286,34.12248,2008CA-04176,27/07/2008,7,blue_whale
-119.3159,31.16888,2008CA-04176,01/08/2008,8,blue_whale
-120.2687,33.53684,2008CA-04176,01/09/2008,9,blue_whale
-115.5877,28.44969,2008CA-04176,01/10/2008,10,blue_whale
-124.3495,31.93454,2008CA-04176,01/11/2008,11,blue_whale
-149.0044,35.80636,2008CA-04176,01/12/2008,12,blue_whale
-120.0353,34.12693,2008CA-04177,27/07/2008,7,blue_whale
-120.3978,34.18604,2008CA-04177,01/08/2008,8,blue_whale
-120.1548,34.13612,2008CA-04177,01/09/2008,9,blue_whale
-116.8213,31.95521,2008CA-04177,01/10/2008,10,blue_whale
-120.0545,34.11553,2008CA-05644,26/07/2008,7,blue_whale
-122.4928,33.64606,2008CA-05644,01/08/2008,8,blue_whale
-121.0628,31.18986,2008CA-05644,01/09/2008,9,blue_whale
-120.0315,34.12178,2008CA-05878,27/07/2008,7,blue_whale
-120.4398,34.15744,2008CA-05878,01/08/2008,8,blue_whale
-120.1222,34.11659,2008CA-10821,28/07/2008,7,blue_whale
-120.1908,34.09761,2008CA-10821,01/08/2008,8,blue_whale
-124.5238,40.07763,2008CA-10821,01/09/2008,9,blue_whale
-126.7132,44.20391,2008CA-10821,01/10/2008,10,blue_whale
-120.0142,34.13864,2008CA-10839,28/07/2008,7,blue_whale
-118.7642,33.46804,2008CA-10839,01/08/2008,8,blue_whale
-120.004,34.18176,2008CA-10839,01/09/2008,9,blue_whale
-97.15651,9.771438,2008CRD-00846,17/01/2008,1,blue_whale
-97.02061,7.520537,2008CRD-00846,01/02/2008,2,blue_whale
-95.07122,7.816539,2008CRD-00846,01/03/2008,3,blue_whale
-96.86374,7.102761,2008CRD-00846,01/04/2008,4,blue_whale
-115.23,29.03499,2008CRD-00846,01/05/2008,5,blue_whale
-110.4079,20.99044,2008CRD-00846,01/06/2008,6,blue_whale
-113.8723,26.39581,2008CRD-00846,01/07/2008,7,blue_whale
-96.83989,8.759062,2008CRD-01388,14/01/2008,1,blue_whale
-98.19686,8.106407,2008CRD-01388,01/02/2008,2,blue_whale
-94.25115,10.0139,2008CRD-01388,01/03/2008,3,blue_whale
-91.17483,9.511549,2008CRD-01388,01/04/2008,4,blue_whale
-91.35936,9.322862,2008CRD-01388,01/05/2008,5,blue_whale
-113.9371,25.80678,2008CRD-01388,01/06/2008,6,blue_whale
-119.0984125,33.99001,2014CA-00847,03/08/2014,8,blue_whale
-126.2920375,40.10917875,2014CA-00847,01/09/2014,9,blue_whale
-129.7545125,38.2389425,2014CA-00847,01/10/2014,10,blue_whale
-118.8013,22.93194375,2014CA-00847,01/11/2014,11,blue_whale
-119,33.989635,2014CA-05641,02/08/2014,8,blue_whale
-124.7007625,42.56129375,2014CA-05641,01/09/2014,9,blue_whale
-126.1685,48.40662625,2014CA-05641,01/10/2014,10,blue_whale
-124.9003375,47.43081875,2014CA-05641,01/11/2014,11,blue_whale
-119.0017875,34.0001225,2014CA-05644,04/08/2014,8,blue_whale
-119,33.9812225,2014CA-05650,04/08/2014,8,blue_whale
-119.004175,33.99660125,2014CA-05655,06/08/2014,8,blue_whale
-119.0000625,33.99208,2014CA-05803,04/08/2014,8,blue_whale
-119,33.9890525,2014CA-05840,05/08/2014,8,blue_whale
-96.4821225,9.29147175,2014CA-05921,01/01/2015,1,blue_whale
-92.1978125,7.678615125,2014CA-05921,01/02/2015,2,blue_whale
-117.4,32.87983125,2014CA-05921,09/09/2014,9,blue_whale
-113.812725,24.9306525,2014CA-05921,01/10/2014,10,blue_whale
-99.34686625,11.49440625,2014CA-05921,01/11/2014,11,blue_whale
-92.20852625,9.176516625,2014CA-05921,01/12/2014,12,blue_whale
-117.4,32.7892425,2014CA-05922,12/09/2014,9,blue_whale
-113.8894125,26.3282825,2014CA-05922,01/10/2014,10,blue_whale
-111.7512875,23.22787,2014CA-05922,01/11/2014,11,blue_whale
-119,33.9835475,2014CA-05923,08/08/2014,8,blue_whale
-123.1113625,34.84065125,2014CA-05923,01/09/2014,9,blue_whale
-117.4,32.87942375,2014CA-10826,09/09/2014,9,blue_whale
-115.451,25.53126,2014CA-10826,01/10/2014,10,blue_whale
-92.62714875,8.2367845,2014CA-10827,01/01/2015,1,blue_whale
-96.67467375,9.136110125,2014CA-10827,01/02/2015,2,blue_whale
-97.5456025,7.417331625,2014CA-10827,01/03/2015,3,blue_whale
-117.399975,32.8501725,2014CA-10827,12/09/2014,9,blue_whale
-114.11955,26.47898,2014CA-10827,01/10/2014,10,blue_whale
-103.590375,10.2329625,2014CA-10827,01/11/2014,11,blue_whale
-91.54687375,7.73339,2014CA-10827,01/12/2014,12,blue_whale
-117.399975,32.86064875,2014CA-10829,12/09/2014,9,blue_whale
-114.25855,24.88894625,2014CA-10829,01/10/2014,10,blue_whale
-117.4,32.78424125,2014CA-10833,11/09/2014,9,blue_whale
-115.310775,28.4030925,2014CA-10833,01/10/2014,10,blue_whale
-118.999025,33.90501875,2014CA-10834,08/08/2014,8,blue_whale
-117.4028125,33.09309375,2014CA-10834,01/09/2014,9,blue_whale
-123.2859125,35.9530925,2014CA-10834,01/10/2014,10,blue_whale
-116.3052875,30.7896625,2014CA-10834,01/11/2014,11,blue_whale
-119,33.9947775,2014CA-10836,13/08/2014,8,blue_whale
-124.5081375,39.35788,2014CA-10836,01/09/2014,9,blue_whale
-125.183875,43.409915,2014CA-10836,01/10/2014,10,blue_whale
-124.503075,41.17457125,2014CA-10836,01/11/2014,11,blue_whale
-111.996,22.42169,2014CA-10836,01/12/2014,12,blue_whale
-117.4,32.7695275,2014CA-10839,11/09/2014,9,blue_whale
-115.653075,29.04260125,2014CA-10839,01/10/2014,10,blue_whale
-119,33.99028625,2014CA-23029,05/08/2014,8,blue_whale
-117.4,32.7699975,2014CA-23030,12/09/2014,9,blue_whale
-112.86735,23.40456625,2014CA-23030,01/10/2014,10,blue_whale
-96.71424125,9.30132665,2014CA-23030,01/11/2014,11,blue_whale
-119,33.9881,2014CA-23031,05/08/2014,8,blue_whale
-121.3092625,34.0586775,2014CA-23031,01/09/2014,9,blue_whale
-106.981625,2.249728,2015CA-00825,01/01/2016,1,blue_whale
-120.6,34.1096675,2015CA-00825,10/07/2015,7,blue_whale
-119.968625,32.30779875,2015CA-00825,01/08/2015,8,blue_whale
-118.7700125,33.63683,2015CA-00825,01/09/2015,9,blue_whale
-112.71475,23.6353875,2015CA-00825,01/10/2015,10,blue_whale
-87.44448125,10.48859488,2015CA-00825,01/11/2015,11,blue_whale
-94.89802375,9.4265785,2015CA-00825,01/12/2015,12,blue_whale
-120.6,34.04800375,2015CA-00831,09/07/2015,7,blue_whale
-117.21,32.92553875,2015CA-00831,01/08/2015,8,blue_whale
-120.3670125,34.136815,2015CA-00831,01/09/2015,9,blue_whale
-119.1001,34.049975,2015CA-00838,07/07/2015,7,blue_whale
-118.9001375,34.04703625,2015CA-00838,01/08/2015,8,blue_whale
-120.6,34.107505,2015CA-00840,08/07/2015,7,blue_whale
-121.9751875,33.918445,2015CA-00840,01/08/2015,8,blue_whale
-120.6,34.0999775,2015CA-00849,09/07/2015,7,blue_whale
-123.879275,39.47308125,2015CA-00849,01/08/2015,8,blue_whale
-119.2988,33.78419625,2015CA-00849,01/09/2015,9,blue_whale
-120.6,34.059945,2015CA-01385,09/07/2015,7,blue_whale
-120.8149875,34.25187625,2015CA-01385,01/08/2015,8,blue_whale
-120.6832625,34.20045875,2015CA-01385,01/09/2015,9,blue_whale
-120.6,34.110035,2015CA-04177,08/07/2015,7,blue_whale
-121.62995,35.17765875,2015CA-04177,01/08/2015,8,blue_whale
-120.6,34.061645,2015CA-05640,16/07/2015,7,blue_whale
-122.417425,36.3026975,2015CA-05640,01/08/2015,8,blue_whale
-120.0611125,32.69830125,2015CA-05640,01/09/2015,9,blue_whale
-116.418,30.76782625,2015CA-05640,01/10/2015,10,blue_whale
-113.54675,25.7738375,2015CA-05640,01/11/2015,11,blue_whale
-112.6409125,24.9330175,2015CA-05640,01/12/2015,12,blue_whale
-120.6,34.1099375,2015CA-05650,08/07/2015,7,blue_whale
-122.69855,36.4467525,2015CA-05650,01/08/2015,8,blue_whale
-120.6,34.0694,2015CA-05678,09/07/2015,7,blue_whale
-121.2089625,33.87890625,2015CA-05678,01/08/2015,8,blue_whale
-124.4984125,42.23877625,2015CA-05678,01/09/2015,9,blue_whale
-124.8003125,42.93675875,2015CA-05678,01/10/2015,10,blue_whale
-124.545225,39.516025,2015CA-05678,01/11/2015,11,blue_whale
-113.340675,25.40698375,2015CA-05678,01/12/2015,12,blue_whale
-120.6,34.1057125,2015CA-05700,08/07/2015,7,blue_whale
-119.2570625,33.27367375,2015CA-05700,01/08/2015,8,blue_whale
-118.7961,33.30034375,2015CA-05700,01/09/2015,9,blue_whale
-120.620725,34.1378075,2015CA-05700,01/10/2015,10,blue_whale
-120.6,34.062095,2015CA-05701,16/07/2015,7,blue_whale
-120.0486625,33.48004875,2015CA-05701,01/08/2015,8,blue_whale
-120.2061125,33.74994375,2015CA-05701,01/09/2015,9,blue_whale
-120.6,34.10103,2015CA-05726,08/07/2015,7,blue_whale
-123.5566375,37.6002225,2015CA-05726,01/08/2015,8,blue_whale
-120.7710125,34.07486,2015CA-05726,01/09/2015,9,blue_whale
-120.6,34.059965,2015CA-05736,09/07/2015,7,blue_whale
-120.6,34.10621625,2015CA-05801,10/07/2015,7,blue_whale
-122.308825,35.87556625,2015CA-05801,01/08/2015,8,blue_whale
-92.03614625,9.770134125,2015CA-05823,01/01/2016,1,blue_whale
-95.98303125,10.52726388,2015CA-05823,01/02/2016,2,blue_whale
-120.6,34.08314,2015CA-05823,10/07/2015,7,blue_whale
-119.5453875,33.2720975,2015CA-05823,01/08/2015,8,blue_whale
-122.8470375,36.34381125,2015CA-05823,01/09/2015,9,blue_whale
-120.3266125,34.12937,2015CA-05823,01/10/2015,10,blue_whale
-119.9034625,32.11258125,2015CA-05823,01/11/2015,11,blue_whale
-112.8578875,22.29093125,2015CA-05823,01/12/2015,12,blue_whale
-120.5883625,34.03996625,2015CA-05838,17/07/2015,7,blue_whale
-121.4955375,34.41326,2015CA-05838,01/08/2015,8,blue_whale
-120.5979875,34.0398675,2015CA-05840,17/07/2015,7,blue_whale
-120.8493375,33.66151375,2015CA-05840,01/08/2015,8,blue_whale
-120.31775,33.9101875,2015CA-05840,01/09/2015,9,blue_whale
-120.5998,34.04068,2015CA-05841,09/07/2015,7,blue_whale
-124.5044125,35.47617375,2015CA-05841,01/08/2015,8,blue_whale
-123.96515,38.66650375,2015CA-05841,01/09/2015,9,blue_whale
-120.6,34.1113725,2015CA-10839,16/07/2015,7,blue_whale
-120.707475,34.32739625,2015CA-10839,01/08/2015,8,blue_whale
-118.851525,33.787435,2015CA-10839,01/09/2015,9,blue_whale
-120.6,34.080035,2015CA-23031,16/07/2015,7,blue_whale
-121.3988625,33.77675375,2015CA-23031,01/08/2015,8,blue_whale
-122.701425,35.76558875,2015CA-23031,01/09/2015,9,blue_whale
-120.5975375,34.04250625,2015CA-23031,01/10/2015,10,blue_whale
-112.239725,23.8178,2015CA-23031,01/11/2015,11,blue_whale
-120.6,34.10146625,2015CA-23033,08/07/2015,7,blue_whale
-123.828775,37.826935,2015CA-23033,01/08/2015,8,blue_whale
-122.485025,36.5535575,2015CA-23033,01/09/2015,9,blue_whale
-120.5999625,34.0816425,2016CA-00833,14/07/2016,7,blue_whale
-120.59985,34.14993625,2016CA-00836,16/07/2016,7,blue_whale
-122.114125,36.89058875,2016CA-00836,01/08/2016,8,blue_whale
-123.968075,39.2517925,2016CA-00836,01/09/2016,9,blue_whale
-124.4612875,40.65023375,2016CA-00836,01/10/2016,10,blue_whale
-122.8,37.27021,2016CA-00843,01/08/2016,8,blue_whale
-122.0229,36.7368125,2016CA-00843,01/09/2016,9,blue_whale
-123.300075,38.1403575,2016CA-00843,01/10/2016,10,blue_whale
-122.7992375,37.32929625,2016CA-00843,01/11/2016,11,blue_whale
-122.8,37.302575,2016CA-04172,02/08/2016,8,blue_whale
-124.1703,41.21302,2016CA-04172,01/09/2016,9,blue_whale
-120.599975,34.07792125,2016CA-04173,16/07/2016,7,blue_whale
-122.69995,37.4211975,2016CA-05685,01/08/2016,8,blue_whale
-123.2520625,38.043445,2016CA-05685,01/09/2016,9,blue_whale
-120.5493,34.85764875,2016CA-05685,01/10/2016,10,blue_whale
-113.8609625,25.33773875,2016CA-05685,01/11/2016,11,blue_whale
-120.6,34.069155,2016CA-05701,14/07/2016,7,blue_whale
-121.3536625,33.32078625,2016CA-05701,01/08/2016,8,blue_whale
-122.8,37.2898925,2016CA-05746,31/07/2016,7,blue_whale
-122.8025625,37.1830375,2016CA-05746,01/08/2016,8,blue_whale
-121.2900875,34.64699375,2016CA-05746,01/09/2016,9,blue_whale
-118.5,33.7395075,2016CA-05784,19/07/2016,7,blue_whale
-120.5995625,34.0815525,2016CA-05790,14/07/2016,7,blue_whale
-119.3816375,32.3241025,2016CA-05790,01/08/2016,8,blue_whale
-120.4468875,33.93776125,2016CA-05790,01/09/2016,9,blue_whale
-120.5001,34.13044125,2016CA-05826,17/07/2016,7,blue_whale
-120.5035625,34.05495375,2016CA-05826,01/08/2016,8,blue_whale
-120.1779,33.8427025,2016CA-05826,01/09/2016,9,blue_whale
-120.526125,34.05372,2016CA-05826,01/10/2016,10,blue_whale
-122.804,37.3270575,2016CA-05843,03/08/2016,8,blue_whale
-123.94615,38.98438375,2016CA-05843,01/09/2016,9,blue_whale
-123.118625,37.2195125,2016CA-05843,01/10/2016,10,blue_whale
-120.6,34.169595,2016CA-05878,17/07/2016,7,blue_whale
-120.5979125,32.97798875,2016CA-05878,01/08/2016,8,blue_whale
-120.5021375,34.10533625,2016CA-05878,01/09/2016,9,blue_whale
-116.79265,30.5958925,2016CA-05878,01/10/2016,10,blue_whale
-120.7069,34.10667375,2016CA-05878,01/11/2016,11,blue_whale
-122.8,37.29334,2016CA-05938,01/08/2016,8,blue_whale
-123.85815,39.28927875,2016CA-05938,01/09/2016,9,blue_whale
-112.112425,19.593365,2016CA-10825,01/01/2017,1,blue_whale
-109.399325,25.31653,2016CA-10825,01/02/2017,2,blue_whale
-111.251925,22.1722225,2016CA-10825,01/03/2017,3,blue_whale
-122.8,37.26223875,2016CA-10825,02/08/2016,8,blue_whale
-123.9594375,39.4478575,2016CA-10825,01/09/2016,9,blue_whale
-124.2575875,41.34536875,2016CA-10825,01/10/2016,10,blue_whale
-125.4045625,42.568025,2016CA-10825,01/11/2016,11,blue_whale
-124.5345875,39.3494425,2016CA-10825,01/12/2016,12,blue_whale
-120.5864375,34.14993625,2016CA-10827,17/07/2016,7,blue_whale
-120.4993875,34.05557875,2016CA-10827,01/08/2016,8,blue_whale
-120.6289375,34.25787125,2016CA-10827,01/09/2016,9,blue_whale
-120.6,34.0659,2016CA-23032,14/07/2016,7,blue_whale
-120.5465375,34.05924375,2016CA-23032,01/08/2016,8,blue_whale
-120.397075,33.91692625,2016CA-23032,01/09/2016,9,blue_whale
-122.8,37.29999875,2016CA-23033,03/08/2016,8,blue_whale
-120.6000125,34.11135,2017CA-00825,26/07/2017,7,blue_whale
-120.3979125,33.95013875,2017CA-00826,10/07/2017,7,blue_whale
-120.447025,34.0734225,2017CA-00826,01/08/2017,8,blue_whale
-122.3005125,34.28317625,2017CA-00826,01/09/2017,9,blue_whale
-122.93535,35.9888575,2017CA-00826,01/10/2017,10,blue_whale
-120.9312,33.31546625,2017CA-00826,01/11/2017,11,blue_whale
-120.6,34.1001725,2017CA-00827,26/07/2017,7,blue_whale
-120.3842125,33.6833,2017CA-00827,01/08/2017,8,blue_whale
-119.776425,33.025125,2017CA-00827,01/09/2017,9,blue_whale
-119.3439,32.86563125,2017CA-00827,01/10/2017,10,blue_whale
-112.5549,23.5067475,2017CA-00827,01/11/2017,11,blue_whale
-120.6,34.09979625,2017CA-00831,26/07/2017,7,blue_whale
-120.336225,34.149065,2017CA-00831,01/08/2017,8,blue_whale
-122.853075,35.43494625,2017CA-00831,01/09/2017,9,blue_whale
-120.3999625,33.93800375,2017CA-00835,10/07/2017,7,blue_whale
-120.9197125,35.05512,2017CA-00835,01/08/2017,8,blue_whale
-122.144175,36.88417625,2017CA-00835,01/09/2017,9,blue_whale
-120.4,33.94999875,2017CA-00841,10/07/2017,7,blue_whale
-120.3197125,34.024795,2017CA-00841,01/08/2017,8,blue_whale
-114.878375,29.0279,2017CA-00841,01/09/2017,9,blue_whale
-112.3447625,23.4553225,2017CA-00841,01/10/2017,10,blue_whale
-112.5186,22.95171625,2017CA-00841,01/11/2017,11,blue_whale
-110.142225,23.00878,2017CA-00841,01/12/2017,12,blue_whale
-120.6,34.11089,2017CA-00845,16/07/2017,7,blue_whale
-120.495675,32.3967625,2017CA-00845,01/08/2017,8,blue_whale
-121.4965,35.41525875,2017CA-00845,01/09/2017,9,blue_whale
-122.9459125,37.26487375,2017CA-00845,01/10/2017,10,blue_whale
-123.4424375,37.87183625,2017CA-00845,01/11/2017,11,blue_whale
-120.6,34.1102925,2017CA-00847,13/07/2017,7,blue_whale
-120.5712625,34.050295,2017CA-00847,01/08/2017,8,blue_whale
-119.70105,32.98697625,2017CA-00847,01/09/2017,9,blue_whale
-120.9029375,34.16335,2017CA-00847,01/10/2017,10,blue_whale
-120.6,34.1147275,2017CA-01385,13/07/2017,7,blue_whale
-120.6033,34.52148,2017CA-01385,01/08/2017,8,blue_whale
-121.9845875,36.352765,2017CA-01385,01/09/2017,9,blue_whale
-123.4058875,37.902255,2017CA-01385,01/10/2017,10,blue_whale
-122.7015125,37.259695,2017CA-01386,02/08/2017,8,blue_whale
-120.6,34.05273625,2017CA-04176,16/07/2017,7,blue_whale
-121.353025,34.27396375,2017CA-04176,01/08/2017,8,blue_whale
-122.203475,35.09322875,2017CA-04176,01/09/2017,9,blue_whale
-120.6,34.12113,2017CA-05648,16/07/2017,7,blue_whale
-120.5054375,34.1914975,2017CA-05648,01/08/2017,8,blue_whale
-120.5999875,34.12927,2017CA-05670,16/07/2017,7,blue_whale
-121.3675625,34.27158,2017CA-05670,01/08/2017,8,blue_whale
-120.599975,34.08072,2017CA-05679,16/07/2017,7,blue_whale
-118.4916,32.014085,2017CA-05679,01/08/2017,8,blue_whale
-120.5999875,34.1114425,2017CA-05736,13/07/2017,7,blue_whale
-120.599725,34.12007375,2017CA-05800,16/07/2017,7,blue_whale
-120.6,34.09982,2017CA-05803,25/07/2017,7,blue_whale
-120.606025,34.05837625,2017CA-05803,01/08/2017,8,blue_whale
-121.6821375,35.21698125,2017CA-05803,01/09/2017,9,blue_whale
-120.6,34.1206975,2017CA-05840,16/07/2017,7,blue_whale
-120.835675,34.63317125,2017CA-05840,01/08/2017,8,blue_whale
-122.8248,37.20605625,2017CA-05840,01/09/2017,9,blue_whale
-123.5073125,37.86194625,2017CA-05840,01/10/2017,10,blue_whale
-120.6000125,34.10290625,2017CA-05910,25/07/2017,7,blue_whale
-121.101825,35.01174125,2017CA-05910,01/08/2017,8,blue_whale
-121.31625,35.08933875,2017CA-05910,01/09/2017,9,blue_whale
-108.7583625,21.07917,2017CA-05910,01/10/2017,10,blue_whale
-120.6,34.09994875,2017CA-05921,25/07/2017,7,blue_whale
-120.4837875,34.00904875,2017CA-05921,01/08/2017,8,blue_whale
-120.486275,33.96524,2017CA-05921,01/09/2017,9,blue_whale
-120.6,34.09006125,2017CA-10826,25/07/2017,7,blue_whale
-120.360575,33.98979,2017CA-10826,01/08/2017,8,blue_whale
-121.200375,33.96806375,2017CA-10826,01/09/2017,9,blue_whale
-120.6315375,34.152125,2017CA-10826,01/10/2017,10,blue_whale
-120.6995375,34.28239875,2017CA-10826,01/11/2017,11,blue_whale
-120.6,34.14989875,2017CA-10830,24/07/2017,7,blue_whale
-120.4220375,33.78840125,2017CA-10830,01/08/2017,8,blue_whale
-120.633525,34.110045,2017CA-10831,25/07/2017,7,blue_whale
-120.5617875,34.42881,2017CA-10831,01/08/2017,8,blue_whale
-122.1,33.240035,2017CA-10831,01/09/2017,9,blue_whale
-122.98625,37.42355625,2017CA-10831,01/10/2017,10,blue_whale
-121.92675,36.1684375,2017CA-10831,01/11/2017,11,blue_whale
-112.9663125,23.02120375,2017CA-10831,01/12/2017,12,blue_whale
-120.6,34.1176575,2017CA-10840,25/07/2017,7,blue_whale
-120.2604875,33.767125,2017CA-10840,01/08/2017,8,blue_whale
-116.9909,31.89947875,2017CA-10840,01/09/2017,9,blue_whale
-115.041175,28.70138875,2017CA-10840,01/10/2017,10,blue_whale
-120.6,34.09552375,2017CA-23031,25/07/2017,7,blue_whale
-120.3156,33.88565875,2017CA-23031,01/08/2017,8,blue_whale
-115.9033875,29.1797775,2017CA-23031,01/09/2017,9,blue_whale
115.0323677,-31.97628068,53734_segment0,18/03/2011,3,blue_whale
114.8002822,-31.20093889,53734_segment0,01/04/2011,4,blue_whale
114.5487774,-30.34551228,53734_segment1,09/04/2011,4,blue_whale
115.0414796,-32.03724548,53791_segment0,30/03/2011,3,blue_whale
114.597071,-32.20189016,53791_segment0,01/04/2011,4,blue_whale
-28.92166939,38.48011483,60782_segment0,18/05/2015,5,blue_whale
-36.03034659,37.61635024,60782_segment0,01/06/2015,6,blue_whale
-28.24722,39.37618,60786_segment0,24/05/2015,5,blue_whale
-28.13140428,39.50884174,60786_segment0,01/06/2015,6,blue_whale
-27.68154451,37.98245664,80700_segment0,07/05/2009,5,blue_whale
-25.72011075,39.8095463,80700_segment0,01/06/2009,6,blue_whale
-28.03734476,38.07620489,80709_segment0,28/04/2009,4,blue_whale
-25.08171832,38.55625643,80709_segment0,01/05/2009,5,blue_whale
-22.48420773,40.8117302,80709_segment0,01/06/2009,6,blue_whale
-28.36131173,38.29820172,80718_segment0,20/05/2011,5,blue_whale
-25.72972747,51.03697819,80718_segment0,01/06/2011,6,blue_whale
114.7249036,-31.89335184,88731_segment0,08/04/2009,4,blue_whale
113.8849135,-32.17042309,88739_segment0,08/04/2009,4,blue_whale
112.8802258,-26.65651346,88739_segment0,01/05/2009,5,blue_whale
116.2945617,-17.76653908,88739_segment1,19/05/2009,5,blue_whale
120.7420116,-12.93748444,88739_segment2,27/05/2009,5,blue_whale
121.0818681,-11.15131755,88739_segment3,01/06/2009,6,blue_whale
122.9521943,-9.795083152,88739_segment4,16/06/2009,6,blue_whale
127.663199,-6.115536766,88739_segment4,01/07/2009,7,blue_whale
128.5429924,-6.142981404,88739_segment5,24/07/2009,7,blue_whale
128.00021,-6.355654371,88739_segment5,01/08/2009,8,blue_whale
115.0719117,-32.03119615,88740_segment0,06/04/2009,4,blue_whale
114.4936313,-34.33408963,88740_segment0,01/05/2009,5,blue_whale
115.0374135,-32.02232368,98108_segment0,30/03/2011,3,blue_whale
114.5215204,-31.90809502,98108_segment0,01/04/2011,4,blue_whale
118.521,-11.146,98108_segment6,13/05/2011,5,blue_whale
115.0324117,-32.05025821,98115_segment0,14/03/2011,3,blue_whale
114.3245432,-33.08740784,98115_segment1,23/03/2011,3,blue_whale
113.9529311,-33.33997377,98115_segment1,01/04/2011,4,blue_whale
114.4901947,-31.87257025,98134_segment0,17/03/2011,3,blue_whale
112.3471475,-23.97704521,98134_segment0,01/04/2011,4,blue_whale
114.8927623,-31.71637282,98135_segment0,06/04/2011,4,blue_whale
114.6110565,-20.01420765,98135_segment0,01/05/2011,5,blue_whale
126.0601671,-10.10058645,98135_segment1,21/05/2011,5,blue_whale
119.664219,-41.86578759,98135_segment10,23/01/2012,1,blue_whale
119.8776309,-42.20701408,98135_segment10,01/02/2012,2,blue_whale
126.2271755,-9.728562577,98135_segment2,26/05/2011,5,blue_whale
125.2863042,-10.63449656,98135_segment2,01/06/2011,6,blue_whale
128.163136,-8.299972305,98135_segment3,15/06/2011,6,blue_whale
127.8948181,-5.934684528,98135_segment3,01/07/2011,7,blue_whale
126.2956173,-5.711599255,98135_segment3,01/08/2011,8,blue_whale
127.606685,-5.159900949,98135_segment7,20/08/2011,8,blue_whale
126.2205555,-4.564025247,98135_segment8,13/09/2011,9,blue_whale
126.0228339,-1.106745257,98141_segment0,12/06/2011,6,blue_whale
